City,Cu St ID,Order Date,Order ID,Ship Date,Ship Mode,State,Zip Code
Philadelphia,ON-18715,2018-09-24,US-2015-161466,2018-09-27,Second Class,Pennsylvania,19120
Houston,NZ-18565,2020-08-05,CA-2017-154676,2020-08-08,First Class,Texas,77070
Miami,CP-12340,2018-11-07,CA-2015-105571,2018-11-11,Standard Class,Florida,33142
Seattle,CS-12355,2020-11-12,CA-2017-164364,2020-11-16,Standard Class,Washington,98115
Dearborn Heights,EP-13915,2020-03-03,CA-2017-111815,2020-03-10,Standard Class,Michigan,48127
San Francisco,MW-18235,2020-11-16,CA-2017-136308,2020-11-16,Same Day,California,94122
San Francisco,SS-20590,2019-10-24,CA-2016-166275,2019-10-24,Same Day,California,94109
Charlotte,CK-12595,2020-11-17,CA-2017-100902,2020-11-21,Standard Class,North Carolina,28205
Long Beach,KM-16720,2017-03-30,CA-2014-169033,2017-04-03,Standard Class,New York,11561
San Diego,EP-13915,2020-11-28,CA-2017-131303,2020-12-02,Standard Class,California,92037
Philadelphia,MR-17545,2017-10-07,CA-2014-117429,2017-10-13,Standard Class,Pennsylvania,19140
New York City,GT-14635,2018-11-05,CA-2015-144386,2018-11-11,Standard Class,New York,10009
Houston,RB-19435,2018-07-02,CA-2015-120397,2018-07-02,Same Day,Texas,77070
Coral Springs,VD-21670,2018-11-05,CA-2015-118444,2018-11-09,Standard Class,Florida,33065
Tamarac,AT-10435,2018-09-06,CA-2015-133977,2018-09-08,Second Class,Florida,33319
Wilmington,GR-14560,2017-11-19,US-2014-123183,2017-11-25,Standard Class,Delaware,19805
Columbus,JK-15730,2017-12-01,CA-2014-150798,2017-12-03,Second Class,Ohio,43229
New York City,TH-21550,2018-07-23,CA-2015-120810,2018-07-27,Standard Class,New York,10009
Chicago,CS-11950,2020-07-20,CA-2017-118640,2020-07-26,Standard Class,Illinois,60610
Franklin,SJ-20125,2018-09-22,CA-2015-102260,2018-09-26,Standard Class,Tennessee,37064
Tallahassee,JC-15775,2019-08-15,CA-2016-118626,2019-08-20,Standard Class,Florida,32303
Seattle,NC-18535,2020-11-10,CA-2017-163874,2020-11-12,Second Class,Washington,98105
New York City,TB-21280,2019-01-22,US-2016-155180,2019-01-29,Standard Class,New York,10009
Los Angeles,RS-19765,2020-10-15,CA-2017-113670,2020-10-17,First Class,California,90045
Philadelphia,CA-12775,2017-06-28,CA-2014-140858,2017-07-02,Standard Class,Pennsylvania,19140
Carrollton,PG-18820,2018-04-19,US-2015-155369,2018-04-25,Standard Class,Texas,75007
Lafayette,LP-17095,2020-12-21,CA-2017-106782,2020-12-27,Standard Class,Indiana,47905
Providence,JG-15310,2020-12-22,CA-2017-119578,2020-12-27,Second Class,Rhode Island,2908
Oklahoma City,EC-14050,2020-11-07,CA-2017-163188,2020-11-07,Same Day,Oklahoma,73120
Watertown,BG-11695,2017-05-11,CA-2014-127523,2017-05-18,Standard Class,New York,13601
Salinas,DK-12835,2018-10-31,US-2015-164448,2018-11-04,Second Class,California,93905
New York City,VD-21670,2018-11-01,CA-2015-113145,2018-11-05,Standard Class,New York,10011
Houston,KH-16360,2017-05-21,CA-2014-127166,2017-05-23,Second Class,Texas,77070
Philadelphia,MH-17290,2020-03-11,US-2017-141558,2020-03-16,Standard Class,Pennsylvania,19140
Chicago,JW-16075,2018-12-10,CA-2015-106208,2018-12-15,Standard Class,Illinois,60610
Los Angeles,RS-19765,2017-12-06,CA-2014-106726,2017-12-08,First Class,California,90008
Los Angeles,HF-14995,2019-04-09,CA-2016-117681,2019-04-14,Standard Class,California,90004
Highland Park,RA-19915,2018-07-20,US-2015-122784,2018-07-27,Standard Class,Illinois,60035
New York City,BF-11080,2020-12-05,CA-2017-117128,2020-12-08,Second Class,New York,10024
Seattle,HM-14980,2020-04-27,CA-2017-151281,2020-05-02,Standard Class,Washington,98105
Sheboygan,MA-17560,2019-08-23,US-2016-117793,2019-08-29,Standard Class,Wisconsin,53081
Los Angeles,SC-20440,2018-09-24,CA-2015-103835,2018-09-28,Standard Class,California,90032
Chicago,ML-17755,2020-05-06,CA-2017-140242,2020-05-11,Standard Class,Illinois,60623
Roseville,AI-10855,2018-03-14,CA-2015-167479,2018-03-19,Standard Class,California,95661
Houston,IL-15100,2019-07-23,CA-2016-111318,2019-07-26,First Class,Texas,77041
New York City,TB-21355,2019-11-22,CA-2016-154711,2019-11-26,Standard Class,New York,10009
Great Falls,MM-18055,2017-04-11,CA-2014-110555,2017-04-18,Standard Class,Montana,59405
San Francisco,DN-13690,2017-10-12,CA-2014-139451,2017-10-16,Standard Class,California,94122
Montgomery,VW-21775,2018-09-08,CA-2015-151624,2018-09-14,Standard Class,Alabama,36116
Los Angeles,PS-18760,2019-09-29,US-2016-101497,2019-10-01,Second Class,California,90008
Houston,CG-12520,2020-01-26,CA-2017-164098,2020-01-27,First Class,Texas,77070
Chicago,FH-14350,2018-12-28,CA-2015-148859,2019-01-01,Standard Class,Illinois,60623
Henderson,LW-16990,2019-05-05,US-2016-102239,2019-05-06,First Class,Nevada,89015
Los Angeles,RW-19540,2020-08-29,CA-2017-101014,2020-09-04,Standard Class,California,90049
Houston,ND-18370,2020-04-16,US-2017-156356,2020-04-22,Standard Class,Texas,77095
Salt Lake City,DB-13360,2017-11-19,CA-2014-100972,2017-11-24,Second Class,Utah,84106
San Francisco,LH-16900,2017-11-07,CA-2014-123323,2017-11-12,Standard Class,California,94110
San Jose,KD-16495,2020-01-24,CA-2017-104619,2020-01-29,Standard Class,California,95123
Chico,XP-21865,2018-12-12,CA-2015-155586,2018-12-16,Second Class,California,95928
New York City,BD-11770,2020-02-06,CA-2017-115105,2020-02-11,Standard Class,New York,10024
Columbia,TH-21550,2020-08-21,CA-2017-112956,2020-08-27,Standard Class,Maryland,21044
Sunnyvale,KM-16225,2020-12-16,CA-2017-137463,2020-12-20,Second Class,California,94086
Los Angeles,JE-15745,2019-10-08,US-2016-162026,2019-10-08,Same Day,California,90036
Salem,GA-14725,2018-11-01,US-2015-110163,2018-11-04,First Class,Oregon,97301
Hillsboro,CK-12205,2018-10-02,US-2015-144771,2018-10-04,First Class,Oregon,97123
New York City,DM-13345,2018-04-16,CA-2015-142734,2018-04-21,Standard Class,New York,10024
Lowell,RR-19525,2017-09-09,CA-2014-126403,2017-09-12,Second Class,Massachusetts,1852
Jackson,DW-13540,2020-08-25,CA-2017-101210,2020-08-28,Second Class,Tennessee,38301
New York City,TS-21610,2019-09-09,CA-2016-110023,2019-09-11,First Class,New York,10024
San Diego,DS-13180,2019-12-14,CA-2016-146325,2019-12-17,First Class,California,92037
Carol Stream,RH-19600,2018-07-02,CA-2015-157322,2018-07-06,Standard Class,Illinois,60188
San Francisco,LW-16990,2020-11-14,CA-2017-152142,2020-11-19,Standard Class,California,94110
Revere,KH-16330,2017-04-01,CA-2014-138359,2017-04-06,Standard Class,Massachusetts,2151
Broken Arrow,BO-11350,2019-01-03,CA-2016-105207,2019-01-08,Standard Class,Oklahoma,74012
Roswell,AH-10690,2018-05-15,CA-2015-166604,2018-05-20,Second Class,Georgia,30076
Austin,KW-16435,2018-12-06,US-2015-149692,2018-12-12,Standard Class,Texas,78745
Reno,NF-18475,2017-10-01,US-2014-132745,2017-10-05,Standard Class,Nevada,89502
Inglewood,KM-16660,2020-12-15,CA-2017-154116,2020-12-19,Standard Class,California,90301
Jackson,SJ-20125,2019-03-15,CA-2016-140571,2019-03-19,Standard Class,Mississippi,39212
Oklahoma City,CC-12145,2019-08-08,CA-2016-130078,2019-08-14,Standard Class,Oklahoma,73120
Philadelphia,JB-16000,2019-06-10,CA-2016-121993,2019-06-12,First Class,Pennsylvania,19140
New York City,DL-12865,2018-11-20,CA-2015-156524,2018-11-26,Standard Class,New York,10011
New York City,GT-14710,2019-02-19,CA-2016-123274,2019-02-24,Standard Class,New York,10035
Springfield,SC-20695,2019-12-11,US-2016-151260,2019-12-14,First Class,Ohio,45503
Philadelphia,MG-17695,2017-12-26,CA-2014-139598,2017-12-31,Standard Class,Pennsylvania,19134
San Francisco,CM-12115,2020-10-02,CA-2017-137414,2020-10-06,Standard Class,California,94109
Alexandria,TB-21400,2019-04-14,CA-2016-164735,2019-04-19,Second Class,Virginia,22304
Jacksonville,NC-18415,2019-10-14,CA-2016-156503,2019-10-20,Standard Class,North Carolina,28540
Toledo,BB-10990,2020-06-01,US-2017-112928,2020-06-05,Second Class,Ohio,43615
Seattle,MJ-17740,2019-11-07,CA-2016-113817,2019-11-11,Standard Class,Washington,98115
San Francisco,TC-21535,2019-07-19,CA-2016-157217,2019-07-21,First Class,California,94110
Superior,BT-11305,2018-12-22,CA-2015-153612,2018-12-27,Standard Class,Wisconsin,54880
Danbury,JB-16045,2020-12-23,CA-2017-110625,2020-12-30,Standard Class,Connecticut,6810
Philadelphia,SC-20305,2020-12-01,CA-2017-122539,2020-12-05,Standard Class,Pennsylvania,19140
Woodbury,RP-19855,2019-09-04,CA-2016-168774,2019-09-09,Standard Class,Minnesota,55125
Colorado Springs,SP-20620,2018-01-06,CA-2015-149636,2018-01-12,Standard Class,Colorado,80906
San Diego,JE-15610,2020-11-09,CA-2017-119494,2020-11-13,Standard Class,California,92105
Detroit,MS-17365,2017-09-09,CA-2014-144407,2017-09-15,Standard Class,Michigan,48227
Los Angeles,BP-11155,2018-06-04,CA-2015-158491,2018-06-09,Second Class,California,90008
San Diego,CM-12190,2018-09-18,CA-2015-101154,2018-09-21,First Class,California,92105
San Jose,SE-20110,2017-09-22,CA-2014-158225,2017-09-28,Standard Class,California,95123
Charlotte,TT-21460,2020-08-20,US-2017-114356,2020-08-26,Standard Class,North Carolina,28205
Newark,LC-16870,2019-02-28,CA-2016-111283,2019-03-04,Standard Class,Ohio,43055
Houston,AH-10120,2020-07-02,CA-2017-107958,2020-07-05,First Class,Texas,77036
Philadelphia,DD-13570,2020-07-25,CA-2017-125640,2020-07-29,Standard Class,Pennsylvania,19134
Houston,KM-16375,2018-06-19,CA-2015-163734,2018-06-24,Standard Class,Texas,77070
Chesapeake,TT-21070,2017-09-08,CA-2014-128839,2017-09-13,Standard Class,Virginia,23320
Houston,JD-15790,2020-06-02,CA-2017-143294,2020-06-08,Standard Class,Texas,77070
Milwaukee,IM-15070,2018-07-04,CA-2015-154956,2018-07-09,Standard Class,Wisconsin,53209
Philadelphia,RB-19795,2020-11-28,US-2017-110576,2020-12-02,Standard Class,Pennsylvania,19120
Virginia Beach,EM-14200,2020-03-26,CA-2017-162033,2020-04-02,Standard Class,Virginia,23464
Palm Coast,DM-13525,2017-07-05,CA-2014-103317,2017-07-08,First Class,Florida,32137
Arlington,JK-15205,2018-09-27,CA-2015-125976,2018-10-02,Standard Class,Virginia,22204
Linden,CK-12760,2017-02-07,CA-2014-107755,2017-02-12,Standard Class,New Jersey,7036
Chicago,BP-11050,2017-10-12,US-2014-154655,2017-10-17,Standard Class,Illinois,60623
Columbus,CK-12205,2017-03-11,CA-2014-166884,2017-03-16,Second Class,Ohio,43229
Hesperia,SH-19975,2019-09-26,US-2016-146794,2019-10-01,Standard Class,California,92345
Clinton,BT-11485,2018-12-27,CA-2015-165085,2018-12-31,Standard Class,Maryland,20735
Portland,TD-20995,2020-07-09,US-2017-100209,2020-07-15,Standard Class,Oregon,97206
New York City,JD-15895,2019-01-25,CA-2016-168046,2019-01-28,Second Class,New York,10024
New York City,LC-16930,2020-06-10,CA-2017-167080,2020-06-14,Standard Class,New York,10011
Salem,KM-16375,2019-11-01,CA-2016-159212,2019-11-05,Standard Class,Virginia,24153
Seattle,RW-19540,2020-09-01,CA-2017-128041,2020-09-01,Same Day,Washington,98103
Cranston,SC-20575,2020-06-24,CA-2017-132955,2020-06-28,Standard Class,Rhode Island,2920
Frisco,AP-10720,2018-11-22,US-2015-165449,2018-11-26,Standard Class,Texas,75034
Jacksonville,SV-20785,2017-06-06,CA-2014-169257,2017-06-12,Standard Class,Florida,32216
Dover,EP-13915,2018-03-14,CA-2015-163587,2018-03-18,Standard Class,New Hampshire,3820
San Antonio,VB-21745,2018-11-23,CA-2015-111395,2018-11-27,Standard Class,Texas,78207
Jacksonville,EP-13915,2019-12-31,US-2017-165953,2020-01-06,Standard Class,Florida,32216
Aurora,BE-11410,2020-01-21,CA-2017-141782,2020-01-25,Standard Class,Illinois,60505
Wilmington,SF-20965,2018-10-05,CA-2015-161214,2018-10-08,Second Class,Delaware,19805
Carlsbad,RD-19900,2019-11-16,CA-2016-154508,2019-11-20,Standard Class,New Mexico,88220
Columbus,JP-16135,2020-09-19,CA-2017-139787,2020-09-23,Standard Class,Georgia,31907
Houston,SC-20800,2018-12-11,CA-2015-155761,2018-12-11,Same Day,Texas,77041
Seattle,CC-12220,2020-11-16,US-2017-107888,2020-11-19,First Class,Washington,98103
Seattle,DW-13540,2020-09-23,CA-2017-132521,2020-09-25,Second Class,Washington,98105
Des Moines,BV-11245,2020-01-30,CA-2017-104220,2020-02-05,Standard Class,Iowa,50315
Gulfport,HG-14965,2019-01-24,CA-2016-109407,2019-01-26,Second Class,Mississippi,39503
Springfield,KH-16690,2018-10-26,CA-2015-150714,2018-11-01,Standard Class,Oregon,97477
San Antonio,PS-18760,2018-05-26,CA-2015-143147,2018-05-28,Second Class,Texas,78207
Philadelphia,GW-14605,2020-12-02,CA-2017-155075,2020-12-09,Standard Class,Pennsylvania,19140
New York City,PF-19165,2018-09-26,CA-2015-111458,2018-09-30,Standard Class,New York,10035
Memphis,JO-15280,2020-09-29,CA-2017-118402,2020-10-04,Standard Class,Tennessee,38109
Los Angeles,RH-19510,2019-03-10,CA-2016-169663,2019-03-13,First Class,California,90045
Jacksonville,HJ-14875,2019-11-25,CA-2016-165470,2019-11-30,Standard Class,Florida,32216
Seattle,KL-16645,2018-11-05,CA-2015-131072,2018-11-05,Same Day,Washington,98105
San Francisco,HH-15010,2020-10-19,CA-2017-131492,2020-10-24,Second Class,California,94110
Gastonia,RB-19795,2019-04-15,US-2016-123750,2019-04-21,Standard Class,North Carolina,28052
Philadelphia,CS-11950,2019-04-03,CA-2016-120796,2019-04-07,Standard Class,Pennsylvania,19140
Milwaukee,JE-15610,2020-09-22,CA-2017-166317,2020-09-26,Standard Class,Wisconsin,53209
Richmond,DC-13285,2020-12-07,US-2017-136189,2020-12-11,Standard Class,Virginia,23223
New York City,TH-21550,2017-04-05,CA-2014-113887,2017-04-07,First Class,New York,10035
Los Angeles,BH-11710,2017-06-09,CA-2014-115812,2017-06-14,Standard Class,California,90032
San Francisco,NM-18445,2017-04-23,CA-2014-111857,2017-04-26,Second Class,California,94109
Seattle,DB-13615,2017-09-30,CA-2014-137351,2017-10-04,Standard Class,Washington,98105
Detroit,NH-18610,2018-10-19,CA-2015-113901,2018-10-24,Standard Class,Michigan,48227
New York City,DO-13435,2020-03-31,CA-2017-102771,2020-04-05,Standard Class,New York,10035
Bozeman,CW-11905,2018-01-23,CA-2015-119214,2018-01-27,Standard Class,Montana,59715
Philadelphia,CC-12430,2019-11-13,CA-2016-118570,2019-11-17,Standard Class,Pennsylvania,19143
Columbia,SO-20335,2020-09-09,CA-2017-147228,2020-09-14,Standard Class,Tennessee,38401
Los Angeles,JC-16105,2017-12-24,US-2014-167738,2017-12-29,Standard Class,California,90045
Columbia,JF-15355,2019-07-01,CA-2016-152163,2019-07-01,Same Day,South Carolina,29203
Green Bay,BF-11020,2020-09-18,CA-2017-133333,2020-09-22,Standard Class,Wisconsin,54302
New York City,MH-17785,2017-09-30,CA-2014-159478,2017-10-06,Standard Class,New York,10035
Santa Fe,MH-17290,2018-09-19,CA-2015-137603,2018-09-24,Standard Class,New Mexico,87505
Norwich,SC-20050,2018-05-31,CA-2015-133627,2018-06-07,Standard Class,Connecticut,6360
Pocatello,JG-15160,2020-05-27,US-2017-116897,2020-05-29,First Class,Idaho,83201
San Francisco,BT-11395,2019-05-19,CA-2016-126935,2019-05-24,Standard Class,California,94109
Hampton,NC-18535,2017-08-20,CA-2014-114321,2017-08-25,Standard Class,Virginia,23666
Bloomington,PF-19165,2017-09-20,US-2014-134614,2017-09-25,Standard Class,Illinois,61701
San Francisco,FC-14335,2019-03-15,CA-2016-138968,2019-03-16,First Class,California,94110
Chicago,MC-18100,2020-09-02,CA-2017-113075,2020-09-06,Standard Class,Illinois,60623
Los Angeles,PC-19000,2018-08-01,CA-2015-153388,2018-08-07,Standard Class,California,90004
Houston,RC-19960,2019-09-11,CA-2016-130225,2019-09-17,Standard Class,Texas,77041
Los Angeles,JC-15775,2020-06-30,CA-2017-109393,2020-07-02,Second Class,California,90032
Miami,PA-19060,2019-11-26,US-2016-158309,2019-11-29,First Class,Florida,33142
New York City,BG-11695,2018-01-05,CA-2015-108588,2018-01-10,Standard Class,New York,10009
Seattle,HW-14935,2020-08-18,CA-2017-121027,2020-08-22,Standard Class,Washington,98105
New York City,CV-12295,2019-09-04,CA-2016-123120,2019-09-08,Standard Class,New York,10011
San Francisco,BK-11260,2019-11-11,CA-2016-130799,2019-11-16,Second Class,California,94110
New York City,SJ-20125,2020-08-11,CA-2017-100433,2020-08-16,Standard Class,New York,10009
Clinton,ON-18715,2017-12-02,CA-2014-154095,2017-12-07,Standard Class,Maryland,20735
San Diego,JD-16150,2018-03-22,US-2015-163279,2018-03-26,Standard Class,California,92037
Raleigh,KT-16465,2017-09-17,US-2014-117170,2017-09-24,Standard Class,North Carolina,27604
Fayetteville,KD-16495,2017-09-28,CA-2014-125136,2017-10-03,Standard Class,North Carolina,28314
Houston,DD-13570,2019-08-22,US-2016-148334,2019-08-26,Standard Class,Texas,77041
New York City,MP-17470,2018-10-12,CA-2015-102281,2018-10-14,First Class,New York,10035
Seattle,AS-10630,2017-12-07,CA-2014-101392,2017-12-13,Standard Class,Washington,98103
Franklin,EB-13870,2019-12-09,CA-2016-159989,2019-12-13,Standard Class,Tennessee,37064
Toledo,SK-19990,2020-12-22,CA-2017-119193,2020-12-24,First Class,Ohio,43615
Springfield,LC-17140,2019-12-23,CA-2016-137043,2019-12-25,Second Class,Virginia,22153
Cedar Hill,CB-12025,2017-11-17,CA-2014-130869,2017-11-21,Standard Class,Texas,75104
Lakewood,CK-12205,2020-08-18,CA-2017-122028,2020-08-25,Standard Class,Ohio,44107
Los Angeles,PF-19225,2019-11-03,CA-2016-114972,2019-11-06,First Class,California,90032
Los Angeles,BO-11350,2019-04-28,CA-2016-137204,2019-05-05,Standard Class,California,90045
Lakeville,BN-11515,2017-03-17,CA-2014-118339,2017-03-24,Standard Class,Minnesota,55044
Newark,GB-14530,2017-04-28,CA-2014-140228,2017-05-03,Standard Class,Ohio,43055
Philadelphia,BT-11485,2019-03-11,CA-2016-122511,2019-03-11,Same Day,Pennsylvania,19140
Dallas,GH-14485,2018-10-08,CA-2015-131352,2018-10-13,Standard Class,Texas,75081
New York City,MB-17305,2019-11-14,CA-2016-118759,2019-11-17,First Class,New York,10009
Houston,TC-21295,2020-11-14,CA-2017-142489,2020-11-16,Second Class,Texas,77095
Los Angeles,EH-13945,2019-01-16,CA-2016-121755,2019-01-20,Second Class,California,90049
Long Beach,SP-20620,2017-09-08,CA-2014-123127,2017-09-12,Standard Class,New York,11561
Virginia Beach,PO-18850,2017-12-07,CA-2014-159681,2017-12-13,Standard Class,Virginia,23464
Phoenix,LW-16825,2019-12-25,CA-2016-109827,2020-01-01,Standard Class,Arizona,85023
Dallas,AG-10900,2020-09-03,CA-2017-161557,2020-09-08,Standard Class,Texas,75217
Chicago,TS-21370,2018-08-28,US-2015-100377,2018-09-01,Standard Class,Illinois,60623
Fayetteville,ML-18265,2018-05-31,CA-2015-136224,2018-05-31,Same Day,North Carolina,28314
Jacksonville,CP-12340,2020-04-24,CA-2017-168102,2020-04-30,Standard Class,Florida,32216
San Francisco,MK-18160,2019-12-02,US-2016-108455,2019-12-08,Standard Class,California,94122
Fairfield,SV-20935,2020-12-25,US-2017-147669,2020-12-30,Standard Class,Ohio,45014
Richmond,LC-16870,2020-03-27,CA-2017-113705,2020-03-29,Second Class,Virginia,23223
Providence,AA-10375,2020-09-07,US-2017-169488,2020-09-09,First Class,Rhode Island,2908
Philadelphia,AR-10345,2017-12-30,US-2014-115189,2018-01-03,Second Class,Pennsylvania,19143
Saint Petersburg,AJ-10795,2017-05-14,CA-2014-106810,2017-05-20,Standard Class,Florida,33710
New York City,KN-16705,2017-03-02,CA-2014-107524,2017-03-08,Standard Class,New York,10009
San Francisco,PR-18880,2020-11-24,CA-2017-162250,2020-11-24,Same Day,California,94109
New York City,TS-21340,2020-05-18,CA-2017-117863,2020-05-23,Standard Class,New York,10024
Los Angeles,DB-12970,2020-05-03,CA-2017-132178,2020-05-08,Second Class,California,90004
San Francisco,PG-18895,2020-11-03,CA-2017-148320,2020-11-08,Standard Class,California,94109
San Diego,CC-12145,2017-07-20,CA-2014-141726,2017-07-22,First Class,California,92105
Chicago,SA-20830,2020-04-03,CA-2017-127264,2020-04-05,First Class,Illinois,60653
Philadelphia,MY-18295,2020-05-04,CA-2017-133067,2020-05-10,Standard Class,Pennsylvania,19140
Cleveland,DP-13000,2020-05-14,US-2017-154872,2020-05-18,Standard Class,Ohio,44105
Dubuque,RD-19585,2018-11-08,US-2015-151407,2018-11-12,Standard Class,Iowa,52001
New York City,TB-21175,2019-04-01,CA-2016-161473,2019-04-05,Standard Class,New York,10035
San Mateo,VG-21790,2020-07-08,CA-2017-150189,2020-07-10,First Class,California,94403
San Francisco,PG-18820,2020-11-24,CA-2017-123701,2020-11-27,First Class,California,94110
Los Angeles,BT-11530,2020-09-30,CA-2017-123029,2020-10-02,Second Class,California,90049
